date,symbol,PE,PB
2026-06-30,HDFCBANK.NS,16.183988969665755,2.2863644884890597
2026-06-30,RELIANCE.NS,21.79614098090003,1.6213633060913593
2026-06-30,SUZLON.NS,24.853889159682506,12.876867008124837
2026-06-30,TATASTEEL.NS,21.92450969140239,2.280297564933829
2026-06-30,TCS.NS,15.424478366210527,6.997166065019821
2026-06-30,505978.BO,,
2026-06-30,513472.BO,,
2026-06-30,543373.BO,,
2026-06-30,544037.BO,,
2026-06-30,544431.BO,,
2026-06-30,5PAISA.NS,37.24137399830277,2.726242552778929
2026-06-30,AGARWALEYE.NS,112.84443481207285,7.800287661857361
2026-06-30,AIMTRON.NS,,16.8339209527681
2026-06-30,ANGELONE.NS,32.81210959690201,4.883176855218136
2026-06-30,ARMANFIN.NS,31.052158015012324,2.010696568897885
2026-06-30,ASHIANA.NS,32.96260366089905,5.087234395324174
2026-06-30,AVTNPL.NS,16.725620373514463,2.1399572345425466
2026-06-30,BANSWRAS.NS,14.45976394346144,0.8065083396546177
2026-06-30,BELRISE.NS,43.06739468819958,7.886670321957549
2026-06-30,BHARATSE.NS,27.86898674242413,6.050814700591105
2026-06-30,CARYSIL.NS,34.41558222690703,6.359893888771784
2026-06-30,CCL.NS,39.976667113836605,7.886695763525365
2026-06-30,CENTENKA.NS,11.123561942830223,0.791294830034214
2026-06-30,CHENNPETRO.NS,5.5378666224017365,2.093594503481932
2026-06-30,DIACABS.NS,69.48314672003039,-12.507061303849039
2026-06-30,DIAMONDYD.NS,274.7863756879476,3.8655207648388266
2026-06-30,DLINKINDIA.NS,17.691009729963493,3.8716407758312483
2026-06-30,FINEORG.NS,39.2143335287376,7.125359026398226
2026-06-30,FRESHARA.NS,,4.3438640244380045
2026-06-30,GAEL.NS,24.400229963914843,2.4729627826344736
2026-06-30,GANESHBE.NS,10.135843485764928,1.3654465591116989
2026-06-30,GEOJITFSL.NS,26.79419570000001,1.7321957316630476
2026-06-30,GHCLTEXTIL.NS,12.891924043285512,0.6038008205884897
2026-06-30,GLOSTERLTD.NS,43.423338027548034,0.7274363003027393
2026-06-30,GNFC.NS,9.941602722772277,0.9367015173211558
2026-06-30,GOODLUCK.NS,27.119739595750495,3.6392564130828644
2026-06-30,GPTHEALTH.NS,28.500595400520975,4.85608288789187
2026-06-30,GREENLAM.NS,117.78245589480932,5.888861114100867
2026-06-30,GREENPLY.NS,41.95023448173771,4.6429863189808644
2026-06-30,HARSHA.NS,24.042800537532234,2.9752999214003224
2026-06-30,HEALTHX.NS,880.3210108695436,1.171005242733046
2026-06-30,HNDFDS.NS,45.3280306015482,7.484285837106052
2026-06-30,IGPL.NS,620.7520439189168,1.0293318923662984
2026-06-30,IIFLCAPS.NS,18.85427422499734,4.216596929665339
2026-06-30,IKS.NS,39.4820139774652,15.91797863621074
2026-06-30,INDGN.NS,31.046775916305133,4.760996260907632
2026-06-30,JAMNAAUTO.NS,23.00620158279577,5.350801989216239
2026-06-30,JBMA.NS,73.99228618155213,11.677402216595608
2026-06-30,JINDALSAW.NS,17.03598312073143,1.34814880640953
2026-06-30,JLHL.NS,46.81404508638285,5.882301034686872
2026-06-30,KICL.NS,62.57532519183674,0.2638455140794895
2026-06-30,KIMS.NS,140.1384517555096,13.98603532899785
2026-06-30,KOPRAN.NS,35.268016155909685,1.7499631051027296
2026-06-30,KRISHIVAL.NS,43.99422124918584,6.672565563166067
2026-06-30,KSL.NS,14.29792197905759,1.9490260377887156
2026-06-30,KTKBANK.NS,7.750174768720195,0.8406020748392202
2026-06-30,MAHLIFE.NS,26.266207205162182,4.129551358232213
2026-06-30,MBAPL.NS,32.801762326897496,12.199640216664601
2026-06-30,MOLDTKPAC.NS,32.26916010359499,3.6867477478444903
2026-06-30,NAHARINDUS.NS,9.814247869536395,0.5087834213060295
2026-06-30,NAZARA.NS,117.42538979442766,3.4759633229750344
2026-06-30,ORIENTBELL.NS,38.298167589372014,1.5048348301433137
2026-06-30,PDSL.NS,44.25817497099708,2.880729450089146
2026-06-30,PGHL.NS,31.717610248386396,19.310198089801847
2026-06-30,PLASTIBLEN.NS,12.835178789531097,1.1011445632089814
2026-06-30,PRUDENT.NS,55.10323773924786,18.325655913012227
2026-06-30,PYRAMID.NS,21.163385454545494,2.4463691994224295
2026-06-30,RAJRATAN.NS,31.392810941729582,3.9419324483881355
2026-06-30,REDINGTON.NS,14.453871994009004,2.341957239476362
2026-06-30,REDTAPE.NS,30.971473810850135,9.444485605699507
2026-06-30,RELIGARE.NS,107.16493893518653,2.6807215538686266
2026-06-30,SAKAR.NS,59.92850960806832,6.4005193286745135
2026-06-30,SANGAMIND.NS,31.77988743050844,2.4389964430486772
2026-06-30,SBCL.NS,44.88104432043389,10.60677838337524
2026-06-30,SCPL.NS,26.37905334728029,3.8469033635878267
2026-06-30,SGFIN.NS,31.09184807300642,2.7182104922545913
2026-06-30,SGMART.NS,66.75121973707864,6.136150696519471
2026-06-30,SHREEPUSHK.NS,18.811386421705606,2.4477702195108373
2026-06-30,SHYAMMETL.NS,24.755427132194605,2.3491807412219097
2026-06-30,SKIPPER.NS,27.998230130078838,5.001670231516792
2026-06-30,SKYGOLD.NS,28.806812435130023,11.59855454758701
2026-06-30,SOMANYCERA.NS,26.148884130927332,2.474276143990956
2026-06-30,SRGHFL.NS,14.333332000615567,1.764311258571699
2026-06-30,STEELCAS.NS,34.98954759986185,9.327468008715131
2026-06-30,SUNDRMFAST.NS,33.01260678563579,4.54114897460299
2026-06-30,SUVEN.NS,-26.4613487175683,66.48416872533868
2026-06-30,TMB.NS,8.72469096671526,1.1542557588139055
2026-06-30,TPLPLASTEH.NS,18.97080185758511,3.7363225609756103
2026-06-30,TVSSCS.NS,50.88549121357153,3.1681107117725578
2026-06-30,TVSSRICHAK.NS,44.08259250315889,2.653957320350931
2026-06-30,USHAMART.NS,31.63938861745963,5.3579914677963885
2026-06-30,V2RETAIL.NS,51.330024313919,24.02417077909328
2026-06-30,VARROC.NS,42.004207386338166,5.914719391216193
2026-06-30,VERANDA.NS,19.65373612147288,8.75155861759444
2026-06-30,VIJAYA.NS,78.01137802173912,16.88421045453863
2026-06-30,VINCOFE.NS,30.263639309999977,7.212526021396271
2026-06-30,VISAKAIND.NS,7.7669133491096645,0.8905086950705172
2026-06-30,VSSL.NS,22.097206221047426,3.378927612174306
2026-06-30,VTL.NS,24.583593937604842,1.8384091119085175
2026-06-30,WALCHANNAG.NS,-126.58617185840677,4.986594257595667
2026-06-30,WANBURY.NS,14.883454433086367,16.606088099544465
2026-06-30,WSTCSTPAPR.NS,22.639074574767537,0.837664336948243
2026-06-30,ZFCVINDIA.NS,59.1100250887574,9.509341421914177
2026-06-30,ZOTA.NS,-65.38328992441862,21.287850514219055
2026-06-30,505978.BO,,
2026-06-30,513472.BO,,
2026-06-30,543373.BO,,
2026-06-30,544037.BO,,
2026-06-30,544431.BO,,
2026-06-30,5PAISA.NS,37.24137399830277,2.726242552778929
2026-06-30,AGARWALEYE.NS,112.84443481207285,7.800287661857361
2026-06-30,AIMTRON.NS,,16.8339209527681
2026-06-30,ANGELONE.NS,32.81210959690201,4.883176855218136
2026-06-30,ARMANFIN.NS,31.052158015012324,2.010696568897885
2026-06-30,ASHIANA.NS,32.96260366089905,5.087234395324174
2026-06-30,AVTNPL.NS,16.725620373514463,2.1399572345425466
2026-06-30,BANSWRAS.NS,14.45976394346144,0.8065083396546177
2026-06-30,BELRISE.NS,43.06739468819958,7.886670321957549
2026-06-30,BHARATSE.NS,27.86898674242413,6.050814700591105
2026-06-30,CARYSIL.NS,34.41558222690703,6.359893888771784
2026-06-30,CCL.NS,39.976667113836605,7.886695763525365
2026-06-30,CENTENKA.NS,11.123561942830223,0.791294830034214
2026-06-30,CHENNPETRO.NS,5.5378666224017365,2.093594503481932
2026-06-30,DIACABS.NS,69.48314672003039,-12.507061303849039
2026-06-30,DIAMONDYD.NS,274.7863756879476,3.8655207648388266
2026-06-30,DLINKINDIA.NS,17.691009729963493,3.8716407758312483
2026-06-30,FINEORG.NS,39.2143335287376,7.125359026398226
2026-06-30,FRESHARA.NS,,4.3438640244380045
2026-06-30,GAEL.NS,24.400229963914843,2.4729627826344736
2026-06-30,GANESHBE.NS,10.135843485764928,1.3654465591116989
2026-06-30,GEOJITFSL.NS,26.79419570000001,1.7321957316630476
2026-06-30,GHCLTEXTIL.NS,12.891924043285512,0.6038008205884897
2026-06-30,GLOSTERLTD.NS,43.423338027548034,0.7274363003027393
2026-06-30,GNFC.NS,9.941602722772277,0.9367015173211558
2026-06-30,GOODLUCK.NS,27.119739595750495,3.6392564130828644
2026-06-30,GPTHEALTH.NS,28.500595400520975,4.85608288789187
2026-06-30,GREENLAM.NS,117.78245589480932,5.888861114100867
2026-06-30,GREENPLY.NS,41.95023448173771,4.6429863189808644
2026-06-30,HARSHA.NS,24.042800537532234,2.9752999214003224
2026-06-30,HEALTHX.NS,880.3210108695436,1.171005242733046
2026-06-30,HNDFDS.NS,45.3280306015482,7.484285837106052
2026-06-30,IGPL.NS,620.7520439189168,1.0293318923662984
2026-06-30,IIFLCAPS.NS,18.85427422499734,4.216596929665339
2026-06-30,IKS.NS,39.4820139774652,15.91797863621074
2026-06-30,INDGN.NS,31.046775916305133,4.760996260907632
2026-06-30,JAMNAAUTO.NS,23.00620158279577,5.350801989216239
2026-06-30,JBMA.NS,73.99228618155213,11.677402216595608
2026-06-30,JINDALSAW.NS,17.03598312073143,1.34814880640953
2026-06-30,JLHL.NS,46.81404508638285,5.882301034686872
2026-06-30,KICL.NS,62.57532519183674,0.2638455140794895
2026-06-30,KIMS.NS,140.1384517555096,13.98603532899785
2026-06-30,KOPRAN.NS,35.268016155909685,1.7499631051027296
2026-06-30,KRISHIVAL.NS,43.99422124918584,6.672565563166067
2026-06-30,KSL.NS,14.29792197905759,1.9490260377887156
2026-06-30,KTKBANK.NS,7.750174768720195,0.8406020748392202
2026-06-30,MAHLIFE.NS,26.266207205162182,4.129551358232213
2026-06-30,MBAPL.NS,32.801762326897496,12.199640216664601
2026-06-30,MOLDTKPAC.NS,32.26916010359499,3.6867477478444903
2026-06-30,NAHARINDUS.NS,9.814247869536395,0.5087834213060295
2026-06-30,NAZARA.NS,117.42538979442766,3.4759633229750344
2026-06-30,ORIENTBELL.NS,38.298167589372014,1.5048348301433137
2026-06-30,PDSL.NS,44.25817497099708,2.880729450089146
2026-06-30,PGHL.NS,31.717610248386396,19.310198089801847
2026-06-30,PLASTIBLEN.NS,12.835178789531097,1.1011445632089814
2026-06-30,PRUDENT.NS,55.10323773924786,18.325655913012227
2026-06-30,PYRAMID.NS,21.163385454545494,2.4463691994224295
2026-06-30,RAJRATAN.NS,31.392810941729582,3.9419324483881355
2026-06-30,REDINGTON.NS,14.453871994009004,2.341957239476362
2026-06-30,REDTAPE.NS,30.971473810850135,9.444485605699507
2026-06-30,RELIGARE.NS,107.16493893518653,2.6807215538686266
2026-06-30,SAKAR.NS,59.92850960806832,6.4005193286745135
2026-06-30,SANGAMIND.NS,31.77988743050844,2.4389964430486772
2026-06-30,SBCL.NS,44.88104432043389,10.60677838337524
2026-06-30,SCPL.NS,26.37905334728029,3.8469033635878267
2026-06-30,SGFIN.NS,31.09184807300642,2.7182104922545913
2026-06-30,SGMART.NS,66.75121973707864,6.136150696519471
2026-06-30,SHREEPUSHK.NS,18.811386421705606,2.4477702195108373
2026-06-30,SHYAMMETL.NS,24.755427132194605,2.3491807412219097
2026-06-30,SKIPPER.NS,27.998230130078838,5.001670231516792
2026-06-30,SKYGOLD.NS,28.806812435130023,11.59855454758701
2026-06-30,SOMANYCERA.NS,26.148884130927332,2.474276143990956
2026-06-30,SRGHFL.NS,14.333332000615567,1.764311258571699
2026-06-30,STEELCAS.NS,34.98954759986185,9.327468008715131
2026-06-30,SUNDRMFAST.NS,33.01260678563579,4.54114897460299
2026-06-30,SUVEN.NS,-26.4613487175683,66.48416872533868
2026-06-30,TMB.NS,8.72469096671526,1.1542557588139055
2026-06-30,TPLPLASTEH.NS,18.97080185758511,3.7363225609756103
2026-06-30,TVSSCS.NS,50.88549121357153,3.1681107117725578
2026-06-30,TVSSRICHAK.NS,44.08259250315889,2.653957320350931
2026-06-30,USHAMART.NS,31.63938861745963,5.3579914677963885
2026-06-30,V2RETAIL.NS,51.330024313919,24.02417077909328
2026-06-30,VARROC.NS,42.004207386338166,5.914719391216193
2026-06-30,VERANDA.NS,19.65373612147288,8.75155861759444
2026-06-30,VIJAYA.NS,78.01137802173912,16.88421045453863
2026-06-30,VINCOFE.NS,30.263639309999977,7.212526021396271
2026-06-30,VISAKAIND.NS,7.7669133491096645,0.8905086950705172
2026-06-30,VSSL.NS,22.097206221047426,3.378927612174306
2026-06-30,VTL.NS,24.583593937604842,1.8384091119085175
2026-06-30,WALCHANNAG.NS,-126.58617185840677,4.986594257595667
2026-06-30,WANBURY.NS,14.883454433086367,16.606088099544465
2026-06-30,WSTCSTPAPR.NS,22.639074574767537,0.837664336948243
2026-06-30,ZFCVINDIA.NS,59.1100250887574,9.509341421914177
2026-06-30,ZOTA.NS,-65.38328992441862,21.287850514219055
2026-07-02,505978.BO,,
2026-07-02,513472.BO,,
2026-07-02,543373.BO,,
2026-07-02,544037.BO,,
2026-07-02,544431.BO,,
2026-07-02,5PAISA.NS,38.55683629022402,2.8225405378364954
2026-07-02,AGARWALEYE.NS,111.63066993272754,7.716387066949688
2026-07-02,AIMTRON.NS,,16.60732599506388
2026-07-02,ANGELONE.NS,33.98118828368488,5.057161949604323
2026-07-02,ARMANFIN.NS,31.633422619922253,2.048334749991423
2026-07-02,ASHIANA.NS,33.768337247540266,5.211586089674441
2026-07-02,AVTNPL.NS,16.652757215619722,2.130634767669188
2026-07-02,BANSWRAS.NS,14.446597757307591,0.8057739819585971
2026-07-02,BELRISE.NS,42.447694174096725,7.773188331963483
2026-07-02,BHARATSE.NS,33.09191287878775,7.184797738370596
2026-07-02,CARYSIL.NS,33.955008405336606,6.274781261188693
2026-07-02,CCL.NS,40.6013025374903,8.00992538483045
2026-07-02,CENTENKA.NS,11.493011112257038,0.8175762693097246
2026-07-02,CHENNPETRO.NS,5.442833029817619,2.057666984701431
2026-07-02,DIACABS.NS,69.54645255045529,-12.518456439783302
2026-07-02,DIAMONDYD.NS,278.45544728732966,3.9171349411952194
2026-07-02,DLINKINDIA.NS,17.65689013549876,3.8641737733706285
2026-07-02,FINEORG.NS,38.29464452319869,6.9582488458237295
2026-07-02,FRESHARA.NS,,4.490193342210385
2026-07-02,GAEL.NS,24.495195954384148,2.4825875837283125
2026-07-02,GANESHBE.NS,10.117193376697571,1.3629341162855202
2026-07-02,GEOJITFSL.NS,27.190015100000014,1.757784731716124
