Date,Close
2026-06-15,3696.97
2026-06-16,3701.61
2026-06-17,3728.53
2026-06-18,3775.84
2026-06-19,3827.78
2026-06-22,3829.87
2026-06-23,3749.01
2026-06-24,3720.59
2026-06-25,3718.37
2026-06-29,3721.88
2026-06-30,3723.45
2026-07-01,3710.97
2026-07-02,3673.12
2026-07-03,3695.57
2026-07-06,3717.62
2026-07-07,3691.01
2026-07-08,3651.35
2026-07-09,3713.57
2026-07-10,3736.76
2026-07-13,3705.17
2026-07-14,3712.34
2026-07-15,3724.67
2026-07-16,3731.87
2026-07-17,3677.5
2026-07-20,3665.31
2026-07-21,3704.36
2026-07-22,3681.26
2026-07-23,3628.52
2026-07-24,3601.75
2026-07-27,3571.81
